Id,ActivityHour,Calories
1503960366,4/16/2016 2:00:00 AM,52
1503960366,4/16/2016 3:00:00 AM,48
1503960366,4/16/2016 4:00:00 AM,49
1503960366,4/16/2016 5:00:00 AM,49
1503960366,4/16/2016 6:00:00 AM,48
1503960366,4/16/2016 7:00:00 AM,54
1503960366,4/16/2016 8:00:00 AM,62
1503960366,4/16/2016 9:00:00 AM,124
1503960366,4/16/2016 10:00:00 AM,110
1503960366,4/16/2016 11:00:00 AM,147
1503960366,4/16/2016 12:00:00 PM,119
1503960366,4/16/2016 1:00:00 PM,214
1503960366,4/16/2016 2:00:00 PM,82
1503960366,4/16/2016 3:00:00 PM,51
1503960366,4/16/2016 4:00:00 PM,54
1503960366,4/16/2016 5:00:00 PM,79
1503960366,4/16/2016 6:00:00 PM,65
1503960366,4/16/2016 7:00:00 PM,67
1503960366,4/16/2016 8:00:00 PM,81
1503960366,4/16/2016 9:00:00 PM,75
1503960366,4/16/2016 10:00:00 PM,55
1503960366,4/16/2016 11:00:00 PM,56
1503960366,4/17/2016 12:00:00 AM,47
1503960366,4/17/2016 1:00:00 AM,48
1503960366,4/17/2016 2:00:00 AM,47
1503960366,4/17/2016 3:00:00 AM,49
1503960366,4/17/2016 4:00:00 AM,48
1503960366,4/17/2016 5:00:00 AM,48
1503960366,4/17/2016 6:00:00 AM,48
1503960366,4/17/2016 7:00:00 AM,48
1503960366,4/17/2016 8:00:00 AM,48
1503960366,4/17/2016 9:00:00 AM,48
1503960366,4/17/2016 10:00:00 AM,47
1503960366,4/17/2016 11:00:00 AM,63
1503960366,4/17/2016 12:00:00 PM,76
1503960366,4/17/2016 1:00:00 PM,83
1503960366,4/17/2016 2:00:00 PM,69
1503960366,4/17/2016 3:00:00 PM,73
1503960366,4/17/2016 4:00:00 PM,57
1503960366,4/17/2016 5:00:00 PM,174
1503960366,4/17/2016 6:00:00 PM,136
1503960366,4/17/2016 7:00:00 PM,95
1503960366,4/17/2016 8:00:00 PM,191
1503960366,4/17/2016 9:00:00 PM,79
1503960366,4/17/2016 10:00:00 PM,58
1503960366,4/17/2016 11:00:00 PM,50
1503960366,4/18/2016 12:00:00 AM,82
1503960366,4/18/2016 1:00:00 AM,48
1503960366,4/18/2016 2:00:00 AM,47
1503960366,4/18/2016 3:00:00 AM,47
1503960366,4/18/2016 4:00:00 AM,47
1503960366,4/18/2016 5:00:00 AM,47
1503960366,4/18/2016 6:00:00 AM,47
1503960366,4/18/2016 7:00:00 AM,47
1503960366,4/18/2016 8:00:00 AM,47
1503960366,4/18/2016 9:00:00 AM,133
1503960366,4/18/2016 10:00:00 AM,81
1503960366,4/18/2016 11:00:00 AM,73
1503960366,4/18/2016 12:00:00 PM,118
1503960366,4/18/2016 1:00:00 PM,70
1503960366,4/18/2016 2:00:00 PM,64
1503960366,4/18/2016 3:00:00 PM,80
1503960366,4/18/2016 4:00:00 PM,78
1503960366,4/18/2016 5:00:00 PM,79
1503960366,4/18/2016 6:00:00 PM,234
1503960366,4/18/2016 7:00:00 PM,157
1503960366,4/18/2016 8:00:00 PM,57
1503960366,4/18/2016 9:00:00 PM,68
1503960366,4/18/2016 10:00:00 PM,86
1503960366,4/18/2016 11:00:00 PM,83
1503960366,4/19/2016 12:00:00 AM,47
1503960366,4/19/2016 1:00:00 AM,49
1503960366,4/19/2016 2:00:00 AM,47
1503960366,4/19/2016 3:00:00 AM,50
1503960366,4/19/2016 4:00:00 AM,47
1503960366,4/19/2016 5:00:00 AM,47
1503960366,4/19/2016 6:00:00 AM,49
1503960366,4/19/2016 7:00:00 AM,75
1503960366,4/19/2016 8:00:00 AM,130
1503960366,4/19/2016 9:00:00 AM,79
1503960366,4/19/2016 10:00:00 AM,75
1503960366,4/19/2016 11:00:00 AM,72
1503960366,4/19/2016 12:00:00 PM,143
1503960366,4/19/2016 1:00:00 PM,171
1503960366,4/19/2016 2:00:00 PM,76
1503960366,4/19/2016 3:00:00 PM,72
1503960366,4/19/2016 4:00:00 PM,71
1503960366,4/19/2016 5:00:00 PM,90
1503960366,4/19/2016 6:00:00 PM,120
1503960366,4/19/2016 7:00:00 PM,93
1503960366,4/19/2016 8:00:00 PM,159
1503960366,4/19/2016 9:00:00 PM,94
1503960366,4/19/2016 10:00:00 PM,58
1503960366,4/19/2016 11:00:00 PM,120
1503960366,4/20/2016 12:00:00 AM,54
1503960366,4/20/2016 1:00:00 AM,53
1503960366,4/20/2016 2:00:00 AM,47
1503960366,4/20/2016 3:00:00 AM,48
1503960366,4/20/2016 4:00:00 AM,48
1503960366,4/20/2016 5:00:00 AM,47
1503960366,4/20/2016 6:00:00 AM,48
1503960366,4/20/2016 7:00:00 AM,51
1503960366,4/20/2016 8:00:00 AM,70
1503960366,4/20/2016 9:00:00 AM,144
1503960366,4/20/2016 10:00:00 AM,79
1503960366,4/20/2016 11:00:00 AM,58
1503960366,4/20/2016 12:00:00 PM,64
1503960366,4/20/2016 1:00:00 PM,61
1503960366,4/20/2016 2:00:00 PM,113
1503960366,4/20/2016 3:00:00 PM,97
1503960366,4/20/2016 4:00:00 PM,70
1503960366,4/20/2016 5:00:00 PM,57
1503960366,4/20/2016 6:00:00 PM,114
1503960366,4/20/2016 7:00:00 PM,117
1503960366,4/20/2016 8:00:00 PM,80
1503960366,4/20/2016 9:00:00 PM,83
1503960366,4/20/2016 10:00:00 PM,62
1503960366,4/20/2016 11:00:00 PM,120
1503960366,4/21/2016 12:00:00 AM,54
1503960366,4/21/2016 1:00:00 AM,61
1503960366,4/21/2016 2:00:00 AM,55
1503960366,4/21/2016 3:00:00 AM,48
1503960366,4/21/2016 4:00:00 AM,47
1503960366,4/21/2016 5:00:00 AM,47
1503960366,4/21/2016 6:00:00 AM,48
1503960366,4/21/2016 7:00:00 AM,52
1503960366,4/21/2016 8:00:00 AM,71
1503960366,4/21/2016 9:00:00 AM,133
1503960366,4/21/2016 10:00:00 AM,77
1503960366,4/21/2016 11:00:00 AM,55
1503960366,4/21/2016 12:00:00 PM,73
1503960366,4/21/2016 1:00:00 PM,113
1503960366,4/21/2016 2:00:00 PM,58
1503960366,4/21/2016 3:00:00 PM,68
1503960366,4/21/2016 4:00:00 PM,60
1503960366,4/21/2016 5:00:00 PM,60
1503960366,4/21/2016 6:00:00 PM,69
1503960366,4/21/2016 7:00:00 PM,64
1503960366,4/21/2016 8:00:00 PM,213
1503960366,4/21/2016 9:00:00 PM,104
1503960366,4/21/2016 10:00:00 PM,63
1503960366,4/21/2016 11:00:00 PM,84
1503960366,4/22/2016 12:00:00 AM,47
1503960366,4/22/2016 1:00:00 AM,47
1503960366,4/22/2016 2:00:00 AM,47
1503960366,4/22/2016 3:00:00 AM,47
1503960366,4/22/2016 4:00:00 AM,47
1503960366,4/22/2016 5:00:00 AM,47
1503960366,4/22/2016 6:00:00 AM,47
1503960366,4/22/2016 7:00:00 AM,47
1503960366,4/22/2016 8:00:00 AM,47
1503960366,4/22/2016 9:00:00 AM,65
1503960366,4/22/2016 10:00:00 AM,54
1503960366,4/22/2016 11:00:00 AM,102
1503960366,4/22/2016 12:00:00 PM,57
1503960366,4/22/2016 1:00:00 PM,60
1503960366,4/22/2016 2:00:00 PM,54
1503960366,4/22/2016 3:00:00 PM,66
1503960366,4/22/2016 4:00:00 PM,58
1503960366,4/22/2016 5:00:00 PM,104
1503960366,4/22/2016 6:00:00 PM,87
1503960366,4/22/2016 7:00:00 PM,82
1503960366,4/22/2016 8:00:00 PM,71
1503960366,4/22/2016 9:00:00 PM,311
1503960366,4/22/2016 10:00:00 PM,95
1503960366,4/22/2016 11:00:00 PM,136
1503960366,4/23/2016 12:00:00 AM,63
1503960366,4/23/2016 1:00:00 AM,47
1503960366,4/23/2016 2:00:00 AM,49
1503960366,4/23/2016 3:00:00 AM,47
1503960366,4/23/2016 4:00:00 AM,47
1503960366,4/23/2016 5:00:00 AM,48
1503960366,4/23/2016 6:00:00 AM,50
1503960366,4/23/2016 7:00:00 AM,48
1503960366,4/23/2016 8:00:00 AM,59
1503960366,4/23/2016 9:00:00 AM,75
1503960366,4/23/2016 10:00:00 AM,56
1503960366,4/23/2016 11:00:00 AM,84
1503960366,4/23/2016 12:00:00 PM,129
1503960366,4/23/2016 1:00:00 PM,129
1503960366,4/23/2016 2:00:00 PM,78
1503960366,4/23/2016 3:00:00 PM,73
1503960366,4/23/2016 4:00:00 PM,140
1503960366,4/23/2016 5:00:00 PM,121
1503960366,4/23/2016 6:00:00 PM,173
1503960366,4/23/2016 7:00:00 PM,51
1503960366,4/23/2016 8:00:00 PM,63
1503960366,4/23/2016 9:00:00 PM,162
1503960366,4/23/2016 10:00:00 PM,96
1503960366,4/23/2016 11:00:00 PM,60
1503960366,4/24/2016 12:00:00 AM,66
1503960366,4/24/2016 1:00:00 AM,54
1503960366,4/24/2016 2:00:00 AM,48
1503960366,4/24/2016 3:00:00 AM,48
1503960366,4/24/2016 4:00:00 AM,49
1503960366,4/24/2016 5:00:00 AM,48
1503960366,4/24/2016 6:00:00 AM,49
1503960366,4/24/2016 7:00:00 AM,47
1503960366,4/24/2016 8:00:00 AM,49
1503960366,4/24/2016 9:00:00 AM,59
1503960366,4/24/2016 10:00:00 AM,90
1503960366,4/24/2016 11:00:00 AM,67
1503960366,4/24/2016 12:00:00 PM,82
1503960366,4/24/2016 1:00:00 PM,74
1503960366,4/24/2016 2:00:00 PM,52
1503960366,4/24/2016 3:00:00 PM,52
1503960366,4/24/2016 4:00:00 PM,102
1503960366,4/24/2016 5:00:00 PM,86
1503960366,4/24/2016 6:00:00 PM,115
1503960366,4/24/2016 7:00:00 PM,270
1503960366,4/24/2016 8:00:00 PM,76
1503960366,4/24/2016 9:00:00 PM,74
1503960366,4/24/2016 10:00:00 PM,61
1503960366,4/24/2016 11:00:00 PM,72
1503960366,4/25/2016 12:00:00 AM,62
1503960366,4/25/2016 1:00:00 AM,53
1503960366,4/25/2016 2:00:00 AM,57
1503960366,4/25/2016 3:00:00 AM,47
1503960366,4/25/2016 4:00:00 AM,50
1503960366,4/25/2016 5:00:00 AM,49
1503960366,4/25/2016 6:00:00 AM,47
1503960366,4/25/2016 7:00:00 AM,52
1503960366,4/25/2016 8:00:00 AM,83
1503960366,4/25/2016 9:00:00 AM,146
1503960366,4/25/2016 10:00:00 AM,73
1503960366,4/25/2016 11:00:00 AM,121
1503960366,4/25/2016 12:00:00 PM,92
1503960366,4/25/2016 1:00:00 PM,75
1503960366,4/25/2016 2:00:00 PM,62
1503960366,4/25/2016 3:00:00 PM,76
1503960366,4/25/2016 4:00:00 PM,71
1503960366,4/25/2016 5:00:00 PM,67
1503960366,4/25/2016 6:00:00 PM,61
1503960366,4/25/2016 7:00:00 PM,182
1503960366,4/25/2016 8:00:00 PM,95
1503960366,4/25/2016 9:00:00 PM,267
1503960366,4/25/2016 10:00:00 PM,68
1503960366,4/25/2016 11:00:00 PM,54
1503960366,4/26/2016 12:00:00 AM,56
1503960366,4/26/2016 1:00:00 AM,66
1503960366,4/26/2016 2:00:00 AM,51
1503960366,4/26/2016 3:00:00 AM,64
1503960366,4/26/2016 4:00:00 AM,48
1503960366,4/26/2016 5:00:00 AM,49
1503960366,4/26/2016 6:00:00 AM,48
1503960366,4/26/2016 7:00:00 AM,52
1503960366,4/26/2016 8:00:00 AM,67
1503960366,4/26/2016 9:00:00 AM,139
1503960366,4/26/2016 10:00:00 AM,92
1503960366,4/26/2016 11:00:00 AM,78
1503960366,4/26/2016 12:00:00 PM,74
1503960366,4/26/2016 1:00:00 PM,126
1503960366,4/26/2016 2:00:00 PM,142
1503960366,4/26/2016 3:00:00 PM,74
1503960366,4/26/2016 4:00:00 PM,93
1503960366,4/26/2016 5:00:00 PM,60
1503960366,4/26/2016 6:00:00 PM,169
1503960366,4/26/2016 7:00:00 PM,73
1503960366,4/26/2016 8:00:00 PM,127
1503960366,4/26/2016 9:00:00 PM,79
1503960366,4/26/2016 10:00:00 PM,66
1503960366,4/26/2016 11:00:00 PM,80
1503960366,4/27/2016 12:00:00 AM,68
1503960366,4/27/2016 1:00:00 AM,59
1503960366,4/27/2016 2:00:00 AM,53
1503960366,4/27/2016 3:00:00 AM,47
1503960366,4/27/2016 4:00:00 AM,47
1503960366,4/27/2016 5:00:00 AM,47
1503960366,4/27/2016 6:00:00 AM,47
1503960366,4/27/2016 7:00:00 AM,47
1503960366,4/27/2016 8:00:00 AM,47
1503960366,4/27/2016 9:00:00 AM,149
1503960366,4/27/2016 10:00:00 AM,93
1503960366,4/27/2016 11:00:00 AM,100
1503960366,4/27/2016 12:00:00 PM,89
1503960366,4/27/2016 1:00:00 PM,76
1503960366,4/27/2016 2:00:00 PM,150
1503960366,4/27/2016 3:00:00 PM,63
1503960366,4/27/2016 4:00:00 PM,64
1503960366,4/27/2016 5:00:00 PM,73
1503960366,4/27/2016 6:00:00 PM,178
1503960366,4/27/2016 7:00:00 PM,318
1503960366,4/27/2016 8:00:00 PM,174
1503960366,4/27/2016 9:00:00 PM,76
1503960366,4/27/2016 10:00:00 PM,47
1503960366,4/27/2016 11:00:00 PM,47
1503960366,4/28/2016 12:00:00 AM,47
1503960366,4/28/2016 1:00:00 AM,62
1503960366,4/28/2016 2:00:00 AM,48
1503960366,4/28/2016 3:00:00 AM,47
1503960366,4/28/2016 4:00:00 AM,48
1503960366,4/28/2016 5:00:00 AM,47
1503960366,4/28/2016 6:00:00 AM,48
1503960366,4/28/2016 7:00:00 AM,49
1503960366,4/28/2016 8:00:00 AM,63
1503960366,4/28/2016 9:00:00 AM,116
1503960366,4/28/2016 10:00:00 AM,105
1503960366,4/28/2016 11:00:00 AM,73
1503960366,4/28/2016 12:00:00 PM,78
1503960366,4/28/2016 1:00:00 PM,108
1503960366,4/28/2016 2:00:00 PM,124
1503960366,4/28/2016 3:00:00 PM,61
1503960366,4/28/2016 4:00:00 PM,81
1503960366,4/28/2016 5:00:00 PM,72
1503960366,4/28/2016 6:00:00 PM,138
1503960366,4/28/2016 7:00:00 PM,56
1503960366,4/28/2016 8:00:00 PM,151
1503960366,4/28/2016 9:00:00 PM,103
1503960366,4/28/2016 10:00:00 PM,55
1503960366,4/28/2016 11:00:00 PM,121
1503960366,4/29/2016 12:00:00 AM,65
1503960366,4/29/2016 1:00:00 AM,49
1503960366,4/29/2016 2:00:00 AM,54
1503960366,4/29/2016 3:00:00 AM,47
1503960366,4/29/2016 4:00:00 AM,47
1503960366,4/29/2016 5:00:00 AM,48
1503960366,4/29/2016 6:00:00 AM,47
1503960366,4/29/2016 7:00:00 AM,52
1503960366,4/29/2016 8:00:00 AM,67
1503960366,4/29/2016 9:00:00 AM,142
1503960366,4/29/2016 10:00:00 AM,60
1503960366,4/29/2016 11:00:00 AM,60
1503960366,4/29/2016 12:00:00 PM,65
1503960366,4/29/2016 1:00:00 PM,62
1503960366,4/29/2016 2:00:00 PM,136
1503960366,4/29/2016 3:00:00 PM,110
1503960366,4/29/2016 4:00:00 PM,73
1503960366,4/29/2016 5:00:00 PM,75
1503960366,4/29/2016 6:00:00 PM,60
1503960366,4/29/2016 7:00:00 PM,71
1503960366,4/29/2016 8:00:00 PM,80
1503960366,4/29/2016 9:00:00 PM,118
1503960366,4/29/2016 10:00:00 PM,111
1503960366,4/29/2016 11:00:00 PM,140
1503960366,4/30/2016 12:00:00 AM,51
1503960366,4/30/2016 1:00:00 AM,57
1503960366,4/30/2016 2:00:00 AM,47
1503960366,4/30/2016 3:00:00 AM,49
1503960366,4/30/2016 4:00:00 AM,47
1503960366,4/30/2016 5:00:00 AM,48
1503960366,4/30/2016 6:00:00 AM,48
1503960366,4/30/2016 7:00:00 AM,48
1503960366,4/30/2016 8:00:00 AM,52
1503960366,4/30/2016 9:00:00 AM,64
1503960366,4/30/2016 10:00:00 AM,72
1503960366,4/30/2016 11:00:00 AM,62
1503960366,4/30/2016 12:00:00 PM,58
1503960366,4/30/2016 1:00:00 PM,65
1503960366,4/30/2016 2:00:00 PM,85
1503960366,4/30/2016 3:00:00 PM,94
1503960366,4/30/2016 4:00:00 PM,203
1503960366,4/30/2016 5:00:00 PM,160
1503960366,4/30/2016 6:00:00 PM,159
1503960366,4/30/2016 7:00:00 PM,60
1503960366,4/30/2016 8:00:00 PM,62
1503960366,4/30/2016 9:00:00 PM,96
1503960366,4/30/2016 10:00:00 PM,144
1503960366,4/30/2016 11:00:00 PM,116
1503960366,05-01-2016 00:00,64
1503960366,05-01-2016 01:00,60
1503960366,05-01-2016 02:00,50
1503960366,05-01-2016 03:00,48
1503960366,05-01-2016 04:00,47
1503960366,05-01-2016 05:00,48
1503960366,05-01-2016 06:00,47
1503960366,05-01-2016 07:00,52
1503960366,05-01-2016 08:00,56
1503960366,05-01-2016 09:00,67
1503960366,05-01-2016 10:00,61
1503960366,05-01-2016 11:00,65
1503960366,05-01-2016 12:00,66
1503960366,05-01-2016 13:00,57
1503960366,05-01-2016 14:00,91
1503960366,05-01-2016 15:00,81
1503960366,05-01-2016 16:00,97
1503960366,05-01-2016 17:00,108
1503960366,05-01-2016 18:00,159
1503960366,05-01-2016 19:00,71
1503960366,05-01-2016 20:00,59
1503960366,05-01-2016 21:00,86
1503960366,05-01-2016 22:00,127
1503960366,05-01-2016 23:00,161
1503960366,05-02-2016 00:00,50
1503960366,05-02-2016 01:00,59
1503960366,05-02-2016 02:00,47
1503960366,05-02-2016 03:00,49
1503960366,05-02-2016 04:00,47
1503960366,05-02-2016 05:00,47
1503960366,05-02-2016 06:00,47
1503960366,05-02-2016 07:00,51
1503960366,05-02-2016 08:00,68
1503960366,05-02-2016 09:00,142
1503960366,05-02-2016 10:00,82
1503960366,05-02-2016 11:00,78
1503960366,05-02-2016 12:00,153
1503960366,05-02-2016 13:00,107
1503960366,05-02-2016 14:00,75
1503960366,05-02-2016 15:00,76
1503960366,05-02-2016 16:00,88
1503960366,05-02-2016 17:00,73
1503960366,05-02-2016 18:00,68
1503960366,05-02-2016 19:00,73
1503960366,05-02-2016 20:00,231
1503960366,05-02-2016 21:00,119
1503960366,05-02-2016 22:00,106
1503960366,05-02-2016 23:00,80
1503960366,05-03-2016 00:00,54
1503960366,05-03-2016 01:00,58
1503960366,05-03-2016 02:00,49
1503960366,05-03-2016 03:00,57
1503960366,05-03-2016 04:00,47
1503960366,05-03-2016 05:00,47
1503960366,05-03-2016 06:00,50
1503960366,05-03-2016 07:00,51
1503960366,05-03-2016 08:00,64
1503960366,05-03-2016 09:00,114
1503960366,05-03-2016 10:00,99
1503960366,05-03-2016 11:00,74
1503960366,05-03-2016 12:00,81
1503960366,05-03-2016 13:00,83
1503960366,05-03-2016 14:00,88
1503960366,05-03-2016 15:00,136
1503960366,05-03-2016 16:00,103
1503960366,05-03-2016 17:00,89
1503960366,05-03-2016 18:00,191
1503960366,05-03-2016 19:00,58
1503960366,05-03-2016 20:00,50
1503960366,05-03-2016 21:00,109
1503960366,05-03-2016 22:00,163
1503960366,05-03-2016 23:00,77
1503960366,05-04-2016 00:00,79
1503960366,05-04-2016 01:00,53
1503960366,05-04-2016 02:00,47
1503960366,05-04-2016 03:00,47
1503960366,05-04-2016 04:00,47
1503960366,05-04-2016 05:00,47
1503960366,05-04-2016 06:00,47
1503960366,05-04-2016 07:00,47
1503960366,05-04-2016 08:00,53
1503960366,05-04-2016 09:00,125
1503960366,05-04-2016 10:00,87
1503960366,05-04-2016 11:00,65
1503960366,05-04-2016 12:00,75
1503960366,05-04-2016 13:00,76
1503960366,05-04-2016 14:00,152
1503960366,05-04-2016 15:00,65
1503960366,05-04-2016 16:00,64
1503960366,05-04-2016 17:00,71
1503960366,05-04-2016 18:00,145
1503960366,05-04-2016 19:00,78
1503960366,05-04-2016 20:00,124
1503960366,05-04-2016 21:00,110
1503960366,05-04-2016 22:00,63
1503960366,05-04-2016 23:00,52
1503960366,05-05-2016 00:00,56
1503960366,05-05-2016 01:00,58
1503960366,05-05-2016 02:00,52
1503960366,05-05-2016 03:00,47
1503960366,05-05-2016 04:00,53
1503960366,05-05-2016 05:00,47
1503960366,05-05-2016 06:00,49
1503960366,05-05-2016 07:00,51
1503960366,05-05-2016 08:00,61
1503960366,05-05-2016 09:00,131
1503960366,05-05-2016 10:00,78
1503960366,05-05-2016 11:00,59
1503960366,05-05-2016 12:00,75
1503960366,05-05-2016 13:00,110
1503960366,05-05-2016 14:00,75
1503960366,05-05-2016 15:00,72
1503960366,05-05-2016 16:00,102
1503960366,05-05-2016 17:00,154
1503960366,05-05-2016 18:00,95
1503960366,05-05-2016 19:00,82
1503960366,05-05-2016 20:00,79
1503960366,05-05-2016 21:00,219
1503960366,05-05-2016 22:00,95
1503960366,05-05-2016 23:00,60
1503960366,05-06-2016 00:00,68
1503960366,05-06-2016 01:00,51
1503960366,05-06-2016 02:00,57
1503960366,05-06-2016 03:00,47
1503960366,05-06-2016 04:00,48
1503960366,05-06-2016 05:00,47
1503960366,05-06-2016 06:00,48
1503960366,05-06-2016 07:00,51
1503960366,05-06-2016 08:00,63
1503960366,05-06-2016 09:00,134
1503960366,05-06-2016 10:00,85
1503960366,05-06-2016 11:00,65
1503960366,05-06-2016 12:00,72
1503960366,05-06-2016 13:00,66
1503960366,05-06-2016 14:00,83
1503960366,05-06-2016 15:00,104
1503960366,05-06-2016 16:00,78
1503960366,05-06-2016 17:00,73
1503960366,05-06-2016 18:00,127
1503960366,05-06-2016 19:00,172
1503960366,05-06-2016 20:00,73
1503960366,05-06-2016 21:00,83
1503960366,05-06-2016 22:00,78
1503960366,05-06-2016 23:00,124
1503960366,05-07-2016 00:00,65
1503960366,05-07-2016 01:00,48
1503960366,05-07-2016 02:00,50
1503960366,05-07-2016 03:00,47
1503960366,05-07-2016 04:00,48
1503960366,05-07-2016 05:00,47
1503960366,05-07-2016 06:00,47
1503960366,05-07-2016 07:00,47
1503960366,05-07-2016 08:00,61
1503960366,05-07-2016 09:00,59
1503960366,05-07-2016 10:00,133
1503960366,05-07-2016 11:00,164
1503960366,05-07-2016 12:00,62
1503960366,05-07-2016 13:00,55
1503960366,05-07-2016 14:00,64
1503960366,05-07-2016 15:00,65
1503960366,05-07-2016 16:00,68
1503960366,05-07-2016 17:00,64
1503960366,05-07-2016 18:00,71
1503960366,05-07-2016 19:00,91
1503960366,05-07-2016 20:00,59
1503960366,05-07-2016 21:00,140
1503960366,05-07-2016 22:00,209
1503960366,05-07-2016 23:00,55
1503960366,05-08-2016 00:00,62
1503960366,05-08-2016 01:00,48
1503960366,05-08-2016 02:00,47
1503960366,05-08-2016 03:00,47
1503960366,05-08-2016 04:00,48
1503960366,05-08-2016 05:00,47
1503960366,05-08-2016 06:00,48
1503960366,05-08-2016 07:00,47
1503960366,05-08-2016 08:00,47
1503960366,05-08-2016 09:00,47
1503960366,05-08-2016 10:00,47
1503960366,05-08-2016 11:00,47
1503960366,05-08-2016 12:00,85
1503960366,05-08-2016 13:00,65
1503960366,05-08-2016 14:00,98
1503960366,05-08-2016 15:00,68
1503960366,05-08-2016 16:00,58
1503960366,05-08-2016 17:00,69
1503960366,05-08-2016 18:00,261
1503960366,05-08-2016 19:00,107
1503960366,05-08-2016 20:00,88
1503960366,05-08-2016 21:00,101
1503960366,05-08-2016 22:00,92
1503960366,05-08-2016 23:00,66
1503960366,05-09-2016 00:00,60
1503960366,05-09-2016 01:00,47
1503960366,05-09-2016 02:00,47
1503960366,05-09-2016 03:00,47
1503960366,05-09-2016 04:00,47
1503960366,05-09-2016 05:00,49
1503960366,05-09-2016 06:00,81
1503960366,05-09-2016 07:00,63
